,Unnamed: 0.1,Unnamed: 0,Rank_x,Name,Team_x,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA_x,RA9_x,rRA9_x,rRA9pf_x,FIP_x,WHIP,WAR.1,image_url,team,player_id,play_type,Rank_y,Team_y,FIP_y,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA_y,RA9_y,rRA9_y,rRA9pf_y,FIP_y.1,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,ID,Pit_side
0,0,0,1,하트,24 P,6.93,26,26,0,0,0,0,13,3,0,0,157.0,47,51,51.0,631,124,16,1,11,38,11,0,182,7,0,2,2.69,2.92,2.92,3.0,3.1,1.03,6.93,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,16065,좌투좌타,6,24 P,3.1,10.43,2.18,4.79,0.63,28.8,6.0,22.8,0.293,77.2,2.69,2.92,2.92,3.0,3.1,2.35,2.66,-0.41,55.74,56.24,65.23,0.215,0.275,0.303,0.578,2465,94.8,15.7,3.91,16065,Left
1,1,1,2,윌커슨,24 P,6.81,32,32,0,1,1,1,12,8,0,0,196.2,84,90,88.8,816,210,37,3,18,27,2,0,167,13,0,3,3.84,4.12,4.06,3.91,3.62,1.21,6.81,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,12295,우투우타,20,24 P,3.62,7.64,1.24,6.19,0.82,20.5,3.3,17.2,0.321,69.6,3.84,4.12,4.06,3.91,3.62,2.65,3.34,0.22,74.07,68.26,70.93,0.27,0.294,0.394,0.688,3124,97.6,15.9,3.83,12295,Right
2,2,2,3,후라도,24 P,6.61,30,30,0,0,0,0,10,8,0,0,190.1,71,78,76.95,779,185,27,4,19,32,9,0,169,12,1,3,3.36,3.69,3.64,3.78,3.84,1.14,6.61,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,15531,우투우타,34,24 P,3.84,7.99,1.51,5.28,0.9,21.7,4.1,17.6,0.306,74.4,3.36,3.69,3.64,3.78,3.84,2.73,3.29,-0.48,71.44,72.92,82.93,0.254,0.293,0.381,0.674,2894,96.5,15.2,3.72,15531,Right
3,3,3,4,반즈,24 P,6.43,25,25,0,0,0,0,9,6,0,0,150.2,56,59,55.9,624,140,17,4,18,46,5,0,171,8,0,6,3.35,3.52,3.34,3.18,3.83,1.23,6.43,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,15011,좌투좌타,33,24 P,3.83,10.22,2.75,3.72,1.08,27.4,7.4,20.0,0.322,79.5,3.35,3.52,3.34,3.18,3.83,2.49,3.0,-0.49,64.45,55.61,75.05,0.248,0.309,0.388,0.697,2396,95.8,15.9,3.84,15011,Left
4,4,4,5,코너,24 P,5.95,28,28,0,1,1,1,11,6,0,0,160.0,61,67,65.45,663,135,17,3,21,40,19,0,158,4,0,9,3.43,3.77,3.68,3.54,4.44,1.09,5.95,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,15860,우투우타,70,24 P,4.44,8.89,2.25,3.95,1.18,23.8,6.0,17.8,0.27,77.0,3.43,3.77,3.68,3.54,4.44,2.98,3.26,-1.0,65.9,61.72,86.57,0.226,0.293,0.37,0.663,2604,93.0,16.3,3.93,15860,Right
5,5,5,6,원태인,24 P,5.87,28,28,0,1,1,0,15,6,0,0,159.2,65,68,67.3,670,150,29,3,17,42,7,1,119,5,0,3,3.66,3.83,3.79,3.58,4.55,1.2,5.87,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,14113,우투우타,78,24 P,4.55,6.71,2.37,2.83,0.96,17.8,6.3,11.5,0.278,74.9,3.66,3.83,3.79,3.58,4.55,3.39,4.02,-0.89,70.37,62.33,88.89,0.245,0.3,0.385,0.685,2693,96.2,16.9,4.02,14113,Right
6,6,6,7,헤이수스,24 P,5.09,30,30,0,0,0,0,13,11,0,0,171.1,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,4.1,3.98,4.24,4.11,1.25,5.09,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,16138,좌투좌타,45,24 P,4.11,9.35,2.31,4.05,1.16,24.5,6.0,18.4,0.318,76.3,3.68,4.1,3.98,4.24,4.11,2.75,3.19,-0.43,78.24,81.84,88.88,0.258,0.316,0.41,0.726,2832,94.4,16.5,3.89,16138,Left
7,7,7,8,쿠에바스,24 P,5.06,31,31,0,0,0,0,7,12,0,0,173.1,79,86,86.0,737,158,36,3,17,59,7,4,154,11,1,11,4.1,4.47,4.47,4.34,4.25,1.25,5.06,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,13942,우투우타,56,24 P,4.25,8.0,3.06,2.61,0.88,20.9,8.0,12.9,0.285,69.0,4.1,4.47,4.47,4.34,4.25,3.2,3.85,-0.15,81.28,78.01,85.66,0.24,0.306,0.381,0.687,2856,92.1,16.5,3.88,13942,Right
8,8,8,9,레예스,24 P,5.06,26,26,0,0,0,0,11,4,0,0,144.0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,4.06,3.91,3.72,4.26,1.31,5.06,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,15861,우투우타,57,24 P,4.26,7.13,1.88,3.8,0.94,18.5,4.9,13.6,0.323,74.9,3.81,4.06,3.91,3.72,4.26,3.12,3.77,-0.44,73.22,64.8,83.07,0.278,0.32,0.404,0.724,2429,93.4,16.9,3.94,15861,Right
9,9,9,10,양현종,24 P,5.01,29,29,0,3,3,0,11,5,0,0,171.1,78,86,83.1,727,174,37,6,21,41,6,0,129,11,0,2,4.1,4.52,4.37,4.37,4.63,1.25,5.01,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,10058,좌투좌타,89,24 P,4.63,6.78,2.15,3.15,1.1,17.7,5.6,12.1,0.29,70.3,4.1,4.52,4.37,4.37,4.63,3.28,3.95,-0.53,83.1,80.38,95.35,0.257,0.305,0.422,0.727,2620,90.3,15.3,3.6,10058,Left
10,10,10,11,곽빈,24 P,5.0,30,30,0,0,0,0,15,9,0,0,167.2,79,83,76.7,716,142,29,1,11,76,6,0,154,5,1,11,4.24,4.46,4.12,4.25,4.13,1.3,5.0,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,13061,우투우타,47,24 P,4.13,8.27,4.08,2.03,0.59,21.5,10.6,10.9,0.281,67.5,4.24,4.46,4.12,4.25,4.13,3.52,4.09,0.11,88.97,80.83,88.03,0.229,0.315,0.332,0.647,2892,96.4,17.2,4.04,13061,Right
11,11,11,12,네일,24 P,4.9,26,26,0,0,0,0,12,5,0,0,149.1,42,69,67.3,642,154,27,1,11,35,9,0,138,17,1,3,2.53,4.16,4.06,4.04,3.68,1.27,4.9,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,16088,우투우타,26,24 P,3.68,8.32,2.11,3.94,0.66,21.5,5.5,16.0,0.321,70.5,2.53,4.16,4.06,4.04,3.68,2.88,3.47,-1.15,51.34,74.39,75.83,0.259,0.31,0.364,0.674,2398,92.2,16.1,3.74,16088,Right
12,12,12,13,임찬규,24 P,4.46,25,24,1,0,0,0,10,6,0,1,134.0,57,58,56.1,577,144,29,1,12,42,5,1,136,0,0,1,3.83,3.9,3.77,3.94,3.79,1.39,4.46,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,10652,우투우타,30,24 P,3.79,9.13,2.82,3.24,0.81,23.6,7.3,16.3,0.348,76.4,3.83,3.9,3.77,3.94,3.79,2.82,3.45,0.04,80.32,74.95,80.85,0.276,0.333,0.404,0.737,2225,89.0,16.6,3.86,10652,Right
13,13,13,14,류현진,24 P,4.44,28,28,0,0,0,0,10,8,0,0,158.1,68,78,76.95,679,182,22,1,12,33,3,0,135,10,0,1,3.87,4.43,4.37,4.41,3.67,1.36,4.44,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,10590,좌투우타,25,24 P,3.67,7.67,1.88,4.09,0.68,19.9,4.9,15.0,0.346,69.7,3.87,4.43,4.37,4.41,3.67,2.87,3.6,0.19,78.2,80.84,75.54,0.287,0.323,0.381,0.704,2599,92.8,16.4,3.83,10590,Left
14,14,14,15,엔스,24 P,4.33,30,30,0,0,0,0,13,6,0,0,167.2,78,84,83.65,714,169,29,3,16,50,6,0,157,9,0,4,4.19,4.51,4.49,4.64,4.03,1.31,4.33,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,16023,좌투좌타,43,24 P,4.03,8.43,2.68,3.14,0.86,22.0,7.0,15.0,0.321,69.5,4.19,4.51,4.49,4.64,4.03,2.99,3.6,0.16,87.84,88.25,85.91,0.263,0.319,0.392,0.711,2906,96.9,17.3,4.07,16023,Left
15,15,15,16,손주영,24 P,4.31,28,27,1,0,0,0,9,10,0,1,144.2,61,71,65.3,637,157,16,0,11,54,10,0,112,9,0,6,3.79,4.42,4.06,4.26,4.54,1.46,4.31,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,12908,좌투좌타,77,24 P,4.54,6.97,3.36,2.07,0.68,17.6,8.5,9.1,0.329,72.8,3.79,4.42,4.06,4.26,4.54,3.72,4.31,-0.75,79.62,81.04,96.8,0.279,0.35,0.367,0.717,2532,90.4,17.5,3.97,12908,Left
16,16,16,17,엘리아스,24 P,4.09,22,21,1,0,0,0,7,7,0,0,123.2,56,59,55.9,525,126,14,0,13,30,6,0,104,10,0,3,4.08,4.29,4.07,3.92,4.25,1.26,4.09,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,15644,좌투좌타,55,24 P,4.25,7.57,2.18,3.47,0.95,19.8,5.7,14.1,0.313,71.5,4.08,4.29,4.07,3.92,4.25,3.1,3.71,-0.17,79.48,69.37,84.23,0.265,0.315,0.376,0.691,1947,88.5,15.7,3.71,15644,Left
17,17,17,18,박세웅,24 P,4.06,30,30,0,0,0,0,6,11,0,0,173.1,92,103,97.65,759,188,33,0,13,56,11,0,124,12,0,10,4.78,5.35,5.07,4.97,4.5,1.41,4.06,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,11310,우투우타,76,24 P,4.5,6.44,2.91,2.21,0.68,16.3,7.4,9.0,0.317,64.1,4.78,5.35,5.07,4.97,4.5,3.71,4.32,0.28,92.04,86.84,88.15,0.275,0.337,0.38,0.717,2926,97.5,16.9,3.86,11310,Right
18,18,18,19,엄상백,24 P,3.93,29,29,0,0,0,0,13,10,0,0,156.2,85,88,85.4,675,164,26,3,26,42,7,0,159,3,0,2,4.88,5.06,4.91,4.74,4.61,1.31,3.93,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,11318,우언우타,85,24 P,4.61,9.13,2.41,3.79,1.49,23.6,6.2,17.3,0.317,70.6,4.88,5.06,4.91,4.74,4.61,2.75,3.32,0.28,96.75,85.15,92.76,0.266,0.318,0.445,0.763,2716,93.7,17.3,4.02,11318,Right
19,19,19,20,앤더슨,24 P,3.86,24,23,1,0,0,0,11,3,0,0,115.2,50,55,53.8,496,98,13,1,11,53,8,0,158,4,1,5,3.89,4.28,4.19,3.93,3.55,1.31,3.86,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,16146,우투우타,14,24 P,3.55,12.29,4.12,2.98,0.86,31.9,10.7,21.2,0.33,72.2,3.89,4.28,4.19,3.93,3.55,2.5,2.86,0.34,75.87,69.52,70.37,0.227,0.322,0.338,0.66,2029,84.5,17.5,4.09,16146,Right
20,20,20,21,김광현,24 P,3.42,31,31,0,0,0,0,12,10,0,0,162.1,89,95,94.65,709,162,29,0,24,73,6,1,154,6,0,8,4.93,5.27,5.25,5.08,5.1,1.45,3.42,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,10126,좌투좌타,121,24 P,5.1,8.54,4.05,2.11,1.33,21.7,10.3,11.4,0.309,70.5,4.93,5.27,5.25,5.08,5.1,3.43,4.03,-0.16,96.22,89.77,100.98,0.26,0.342,0.423,0.765,2757,88.9,17.0,3.89,10126,Left
21,21,21,22,최원태,24 P,3.3,24,23,1,0,0,0,9,7,0,0,126.2,60,66,62.2,554,126,20,1,10,57,5,0,103,6,0,5,4.26,4.69,4.42,4.58,4.62,1.44,3.3,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,11379,우투우타,88,24 P,4.62,7.32,4.05,1.81,0.71,18.6,10.3,8.3,0.309,70.1,4.26,4.69,4.42,4.58,4.62,3.78,4.4,-0.36,89.44,87.19,98.57,0.263,0.342,0.371,0.713,2117,88.2,16.7,3.82,11379,Right
22,22,22,23,하영민,24 P,3.25,28,28,0,0,0,0,9,8,0,0,150.1,73,82,79.25,671,168,33,6,8,58,5,0,101,9,0,7,4.37,4.91,4.74,5.02,4.45,1.5,3.25,https://statiz.sporki.com/data/team/ci/2024/10001.svg,Kiwoom Heroes,11222,우투우타,72,24 P,4.45,6.05,3.47,1.74,0.48,15.1,8.6,6.4,0.322,67.7,4.37,4.91,4.74,5.02,4.45,3.94,4.63,-0.08,92.99,96.78,96.27,0.28,0.345,0.396,0.741,2539,90.7,16.9,3.78,11222,Right
23,23,23,24,김택연,24 P,3.23,60,0,60,32,0,0,3,2,19,4,65.0,15,17,18.9,277,51,11,0,2,31,4,1,78,1,0,3,2.08,2.35,2.62,2.67,3.19,1.26,3.23,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,16067,우투우타,7,24 P,3.19,10.8,4.29,2.52,0.28,28.2,11.2,17.0,0.314,83.1,2.08,2.35,2.62,2.67,3.19,2.92,3.36,-1.11,43.58,50.88,67.95,0.216,0.317,0.288,0.605,1238,20.6,19.0,4.47,16067,Right
24,24,24,25,벤자민,24 P,3.19,28,28,0,0,0,0,11,8,0,0,149.2,77,90,86.65,639,141,25,4,28,48,4,2,156,12,0,4,4.63,5.41,5.21,5.11,4.88,1.26,3.19,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,15143,좌투우타,100,24 P,4.88,9.38,2.89,3.25,1.68,24.4,7.5,16.9,0.285,66.9,4.63,5.41,5.21,5.11,4.88,2.75,3.37,-0.25,91.74,91.72,98.18,0.244,0.305,0.447,0.752,2507,89.5,16.8,3.92,15143,Left
25,25,25,26,신민혁,24 P,3.14,25,24,1,1,0,0,8,9,0,0,121.0,58,67,61.3,524,140,24,3,20,16,7,0,74,8,1,2,4.31,4.98,4.56,4.67,5.23,1.29,3.14,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,13085,우투우타,133,24 P,5.23,5.5,1.19,4.63,1.49,14.1,3.1,11.1,0.296,71.1,4.31,4.98,4.56,4.67,5.23,3.4,4.07,-0.91,89.26,87.61,109.89,0.284,0.312,0.467,0.779,2003,80.1,16.6,3.82,13085,Right
26,26,26,27,주현상,24 P,3.13,65,0,65,51,0,0,8,4,23,2,71.1,21,22,24.75,267,52,8,2,9,8,1,0,64,0,0,1,2.65,2.78,3.12,3.09,3.85,0.84,3.13,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,11415,우투우타,36,24 P,3.85,8.08,1.01,8.0,1.14,24.0,3.0,21.0,0.238,81.3,2.65,2.78,3.12,3.09,3.85,2.46,2.88,-1.2,53.6,56.66,79.13,0.206,0.232,0.36,0.592,1074,16.5,15.1,4.02,11415,Right
27,27,27,28,노경은,24 P,2.95,77,0,77,7,0,0,8,5,0,38,83.2,27,30,36.0,350,71,10,1,10,32,4,4,71,2,0,3,2.9,3.23,3.87,3.75,4.69,1.23,2.95,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,10203,우투우타,95,24 P,4.69,7.64,3.44,2.22,1.08,20.3,9.1,11.1,0.265,82.8,2.9,3.23,3.87,3.75,4.69,3.36,4.06,-1.78,56.64,66.36,92.86,0.232,0.308,0.369,0.677,1338,17.4,16.0,3.82,10203,Right
28,28,28,29,와이스,24 P,2.92,16,16,0,0,0,0,5,5,0,0,91.2,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,4.22,4.12,4.06,3.65,1.16,2.92,https://statiz.sporki.com/data/team/ci/2024/7002.svg,Samsung Lions,16153,우투우타,23,24 P,3.65,9.62,2.85,3.38,0.79,25.5,7.6,18.0,0.284,67.3,3.73,4.22,4.12,4.06,3.65,2.7,3.24,0.08,75.48,74.5,74.98,0.223,0.286,0.358,0.644,1463,91.4,16.0,3.81,16153,Right
29,29,29,30,박영현,24 P,2.72,66,0,66,52,0,0,10,2,25,0,76.2,30,31,32.85,310,63,7,1,12,22,0,2,87,3,0,1,3.52,3.64,3.86,3.82,4.07,1.11,2.72,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,15089,우투우타,44,24 P,4.07,10.21,2.58,3.95,1.41,28.1,7.1,21.0,0.271,79.4,3.52,3.64,3.86,3.82,4.07,2.32,2.88,-0.55,69.78,68.67,82.03,0.22,0.275,0.378,0.653,1222,18.5,15.9,3.94,15089,Right
30,30,30,31,이승현,24 P,2.7,17,17,0,0,0,0,6,4,0,0,87.1,41,44,41.9,384,88,11,1,9,37,6,0,68,3,0,4,4.23,4.53,4.32,4.11,5.01,1.43,2.7,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,14798,좌투좌타,111,24 P,5.01,7.01,3.81,1.84,0.93,17.7,9.6,8.1,0.304,73.7,4.23,4.53,4.32,4.11,5.01,3.87,4.43,-0.78,81.15,71.64,97.69,0.264,0.345,0.384,0.729,1528,89.9,17.5,3.98,14798,Left
31,31,31,32,오원석,24 P,2.67,29,25,4,1,0,0,6,9,0,1,121.2,68,72,68.7,550,122,14,1,17,65,13,1,112,6,0,3,5.03,5.33,5.08,4.96,5.52,1.54,2.67,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,14581,좌투좌타,166,24 P,5.52,8.29,4.81,1.72,1.26,20.4,11.8,8.5,0.308,72.7,5.03,5.33,5.08,4.96,5.52,3.96,4.37,-0.49,98.09,87.7,109.44,0.261,0.365,0.404,0.769,2208,76.1,18.1,4.01,14581,Left
32,32,32,33,브랜든,24 P,2.47,14,14,0,0,0,0,7,4,0,0,75.0,26,34,31.75,315,75,11,2,3,11,4,0,75,9,0,2,3.12,4.08,3.81,3.96,2.8,1.15,2.47,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,15153,좌투좌타,2,24 P,2.8,9.0,1.32,6.82,0.36,23.8,3.5,20.3,0.33,65.1,3.12,4.08,3.81,3.96,2.8,2.4,2.96,0.32,65.46,75.37,59.6,0.257,0.289,0.339,0.628,1274,91.0,17.0,4.04,15153,Left
33,33,33,34,김원중,24 P,2.44,56,0,56,42,0,0,3,6,25,0,63.1,25,27,28.5,277,59,8,0,4,31,1,7,68,2,0,5,3.55,3.84,4.05,3.85,3.64,1.42,2.44,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,10825,우투좌타,21,24 P,3.64,9.66,4.41,2.19,0.57,24.5,11.2,13.4,0.324,75.3,3.55,3.84,4.05,3.85,3.64,2.97,3.8,-0.08,68.45,67.24,71.22,0.25,0.332,0.335,0.667,1136,20.3,17.9,4.1,10825,Right
34,34,34,35,정해영,24 P,2.44,53,0,53,44,0,0,2,3,31,1,50.2,14,14,16.9,210,47,5,1,8,16,1,2,50,1,0,0,2.49,2.49,3.0,2.98,4.59,1.24,2.44,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,14608,우투우타,80,24 P,4.59,8.88,2.84,3.13,1.42,23.8,7.6,16.2,0.289,94.3,2.49,2.49,3.0,2.98,4.59,2.82,3.46,-2.1,50.44,54.88,94.61,0.244,0.305,0.404,0.709,840,15.8,16.6,4.0,14608,Right
35,35,35,36,김재열,24 P,2.42,69,0,69,16,0,0,1,5,2,12,68.2,19,20,25.45,284,58,15,1,4,29,0,3,67,2,1,1,2.49,2.62,3.34,3.46,3.72,1.27,2.42,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,14747,우투우타,28,24 P,3.72,8.78,3.8,2.31,0.52,23.6,10.2,13.4,0.3,82.7,2.49,2.62,3.34,3.46,3.72,3.12,3.79,-1.23,51.52,64.89,78.16,0.233,0.311,0.349,0.66,1097,15.9,16.0,3.86,14747,Right
36,36,36,37,조병현,24 P,2.37,76,0,76,27,0,0,4,6,12,12,73.0,29,34,32.65,302,52,10,0,8,31,2,3,96,5,0,5,3.58,4.19,4.03,3.8,3.53,1.14,2.37,https://statiz.sporki.com/data/team/ci/2024/9002.svg,SSG Landers,14805,우투우타,13,24 P,3.53,11.84,3.82,3.1,0.99,31.8,10.3,21.5,0.27,68.9,3.58,4.19,4.03,3.8,3.53,2.31,2.82,0.04,69.72,67.19,70.0,0.197,0.283,0.326,0.609,1294,17.0,17.7,4.28,14805,Right
37,37,37,38,김시훈,24 P,2.31,39,18,21,0,0,0,3,4,0,5,107.1,54,60,57.45,477,110,25,1,7,59,3,0,74,7,1,1,4.53,5.03,4.82,4.98,5.04,1.57,2.31,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,13080,우투우타,116,24 P,5.04,6.21,4.95,1.25,0.59,15.5,12.4,3.1,0.309,69.1,4.53,5.03,4.82,4.98,5.04,4.37,5.02,-0.51,93.68,93.5,106.02,0.269,0.361,0.386,0.747,1887,48.4,17.6,3.96,13080,Right
38,38,38,39,카스타노,24 P,2.26,19,19,0,0,0,0,8,6,0,0,111.2,54,65,63.45,476,117,23,4,11,25,7,0,89,7,1,0,4.35,5.24,5.11,5.2,4.27,1.27,2.26,https://statiz.sporki.com/data/team/ci/2024/11001.svg,KT Wiz,16064,좌투좌타,58,24 P,4.27,7.17,2.02,3.56,0.89,18.7,5.3,13.4,0.312,62.7,4.35,5.24,5.11,5.2,4.27,3.19,3.79,0.08,90.05,97.56,89.72,0.269,0.316,0.416,0.732,1783,93.8,16.0,3.75,16064,Left
39,39,39,40,켈리,24 P,2.2,19,19,0,2,2,1,5,8,0,0,113.2,57,65,65.0,495,131,18,1,13,25,6,0,69,4,0,9,4.51,5.15,5.15,5.28,4.89,1.37,2.2,https://statiz.sporki.com/data/team/ci/2024/5002.svg,Lotte Giants,13934,우투우타,102,24 P,4.89,5.46,1.98,2.76,1.03,13.9,5.1,8.9,0.313,67.4,4.51,5.15,5.15,5.28,4.89,3.65,4.33,-0.37,94.69,100.36,104.22,0.29,0.331,0.421,0.752,1813,95.4,16.0,3.66,13934,Right
40,40,40,41,윤영철,24 P,2.18,18,18,0,0,0,0,7,4,0,0,81.2,38,44,42.65,362,82,14,1,8,43,1,0,58,7,0,1,4.19,4.85,4.7,4.61,5.26,1.53,2.18,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,15432,좌투좌타,136,24 P,5.26,6.39,4.74,1.35,0.88,16.0,11.9,4.1,0.3,71.3,4.19,4.85,4.7,4.61,5.26,4.19,4.9,-1.07,84.94,84.75,108.41,0.263,0.353,0.391,0.744,1444,80.2,17.7,3.99,15432,Left
41,41,41,42,황동하,24 P,2.13,25,21,4,4,0,0,5,7,0,0,103.1,51,64,59.55,464,109,18,0,13,44,8,0,81,7,0,5,4.44,5.57,5.19,5.19,5.3,1.48,2.13,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,15063,우투우타,139,24 P,5.3,7.06,3.83,1.84,1.13,17.5,9.5,8.0,0.305,67.8,4.44,5.57,5.19,5.19,5.3,3.92,4.44,-0.85,90.09,95.36,109.17,0.268,0.349,0.408,0.757,1814,72.6,17.6,3.91,15063,Right
42,42,42,43,김민,24 P,2.1,71,1,70,5,0,0,8,4,0,21,77.1,37,38,36.45,336,84,13,0,5,27,2,3,77,3,0,5,4.31,4.42,4.24,4.2,3.6,1.44,2.1,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,13167,우투우타,18,24 P,3.6,8.96,3.14,2.85,0.58,22.9,8.0,14.9,0.358,70.8,4.31,4.42,4.24,4.2,3.6,2.89,3.61,0.7,85.32,75.5,72.53,0.277,0.34,0.37,0.71,1205,17.0,15.6,3.59,13167,Right
43,43,43,44,김진욱,24 P,2.02,19,18,1,0,0,0,4,3,0,0,84.2,50,54,49.85,388,89,21,3,13,44,3,0,87,6,0,5,5.31,5.74,5.3,5.04,5.18,1.57,2.02,https://statiz.sporki.com/data/team/ci/2024/3001.svg,LG Twins,14792,좌투좌타,129,24 P,5.18,9.25,4.68,1.98,1.38,22.4,11.3,11.1,0.319,69.5,5.31,5.74,5.3,5.04,5.18,3.46,4.07,0.14,102.41,87.99,101.4,0.264,0.353,0.46,0.813,1630,85.8,19.3,4.2,14792,Left
44,44,44,45,임창민,24 P,1.97,60,0,60,6,0,0,2,1,1,28,54.1,24,26,23.3,253,60,10,0,4,30,2,2,50,3,0,5,3.98,4.31,3.86,3.61,4.49,1.66,1.97,https://statiz.sporki.com/data/team/ci/2024/1001.svg,Hanwha Eagles,10452,우투우타,74,24 P,4.49,8.28,4.97,1.67,0.66,19.8,11.9,7.9,0.339,76.7,3.98,4.31,3.86,3.61,4.49,3.74,4.45,-0.51,76.35,62.93,87.56,0.279,0.367,0.381,0.748,1031,17.2,19.0,4.08,10452,Right
45,45,45,46,장현식,24 P,1.94,75,0,75,6,0,0,5,4,0,16,75.1,33,41,37.4,331,75,16,0,8,34,2,2,75,5,0,4,3.94,4.9,4.47,4.43,4.37,1.45,1.94,https://statiz.sporki.com/data/team/ci/2024/2002.svg,KIA Tigers,11164,우투우타,64,24 P,4.37,8.96,4.06,2.21,0.96,22.7,10.3,12.4,0.322,70.0,3.94,4.9,4.47,4.43,4.37,3.2,3.91,-0.43,79.96,81.48,90.14,0.26,0.339,0.399,0.738,1289,17.2,17.1,3.89,11164,Right
46,46,46,47,이병헌,24 P,1.91,77,0,77,6,0,0,6,1,1,22,65.1,21,25,29.9,285,61,7,1,3,34,3,1,57,1,1,2,2.89,3.44,4.12,4.21,4.27,1.45,1.91,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,15099,좌투좌타,59,24 P,4.27,7.85,4.68,1.68,0.41,20.0,11.9,8.1,0.315,77.7,2.89,3.44,4.12,4.21,4.27,3.81,4.43,-1.38,60.69,80.15,91.1,0.256,0.349,0.332,0.681,1173,15.2,18.0,4.12,15099,Left
47,47,47,48,고영표,24 P,1.86,18,17,1,0,0,0,6,8,0,0,100.0,55,61,59.8,456,141,27,4,6,14,11,0,79,4,1,2,4.95,5.49,5.38,5.31,3.71,1.55,1.86,https://statiz.sporki.com/data/team/ci/2024/12001.svg,Doosan Bears,11308,우언우타,27,24 P,3.71,7.11,1.26,5.64,0.54,17.3,3.1,14.3,0.394,66.5,4.95,5.49,5.38,5.31,3.71,3.11,3.69,1.24,98.08,95.42,74.77,0.333,0.366,0.459,0.825,1591,88.4,15.9,3.49,11308,Right
48,48,48,49,김강률,24 P,1.78,53,0,53,3,0,0,2,2,1,12,42.0,14,16,11.15,187,41,7,0,1,21,2,0,33,1,0,1,3.0,3.43,2.39,2.48,4.22,1.48,1.78,https://statiz.sporki.com/data/team/ci/2024/6002.svg,NC Dinos,10690,우투우타,52,24 P,4.22,7.07,4.5,1.57,0.21,17.6,11.2,6.4,0.313,76.2,3.0,3.43,2.39,2.48,4.22,4.02,4.63,-1.22,62.94,47.11,89.89,0.255,0.346,0.317,0.663,769,14.5,18.3,4.11,10690,Right
